identity,question,a,b,c,d,correct_ answer
hsc-advanced_math-12-324,5x^{2} - 7x - 3 = 0 འདི་ ཌའི་ལོག་གི་རྩ་བ་ \alpha དང་ \beta ཨིན།,i དང་ ii,ii དང་ iii,i དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",b
hsc-advanced_math-12-325,,\frac{\sqrt{2}}{3} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་ཨང་གྲངས་ཨིན།,\frac{\sqrt{3}}{2} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་ཨང་གྲངས་ཨིན།,\frac{2\sqrt{2}}{3} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་ཨང་གྲངས་ཨིན།,\frac{\sqrt{3}}{4} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་ཨང་གྲངས་ཨིན།,d
hsc-advanced_math-12-326,ག་གི་རྩིས་གཞི་གི་རྩ་མ་འདི་ α + β དང་ α β ཨིན་ན།,"\left (0, \pm \frac{1}{\sqrt{3}} \right) འདི་ ཕྲང་སྒྲིག་འབད་ཡོད་པའི་ཡིག་འབྲུ་ཨིན།","\left (\pm \frac{1}{\sqrt{3}}, 0 \right) འདི་ཡང་ ཕྲང་སྒྲིག་གི་ས་སྒོ་འདི་ཨིན།","\left (0, \pm \frac{2}{\sqrt{3}} \right) འདི་ ཕྲང་སྒྲིག་འབད་ཡོད་པའི་ཡིག་འབྲུ་ཨིན།","\left (\pm \frac{2}{\sqrt{3}}, 0 \right) འདི་ སྦ་སྒོར་གྱི་མཐའ་མ་ལུ་ཡོད་པའི་ ཀེར་ཐིག་འདི་ཨིན།",a
hsc-advanced_math-12-327,5x^{2} - 7x - 3 = 0 ཟེར་མི་འདི་ ཕྱོགས་མཚུངས་ཀྱི་རྩ་བ་ \alpha དང་ \beta ཨིན།,6,12,16,18,b
hsc-advanced_math-12-328,,༣པི་,2\sqrt{2}P དེ་ ཨེ་རེ་ཨིན་ཨིན་ཨིན་ཨིན་ཨིན་ཨིན་ཨིན་ཨིན་ཨིན།,\sqrt{34}P འདི་ཡང་ ཌའི་ལོག་གི་མིང་ཨིན།,\sqrt{43}P འདི་ཡང་ ཌའི་ལོག་གི་ས་སྒོ་འདི་ཨིན།,c
hsc-advanced_math-12-329,"འ་ནི་ལས་ཀ་འདི་གིས་ བེ་ཊ་ ""alpha"" ""beta"" ""alpha"" ""alpha"" ""beta"" ""alpha"" ""alpha"" ""beta"" ""alpha"" ""beta""",i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",d
hsc-advanced_math-12-330,རིང་ཚད་མི་ཊར་༣༠ འབད་མི་ AB rod གི་མཐའ་མར་ A ལུ་ ཀི་ལོ་གྷ་༢༠ དང་མཐའ་མར་ B ལུ་ ཀི་ལོ་གྷ་༥ ལེན་དོ་ཡོདཔ་ཨིན་པས། ཁོང་ར་གི་ཧིང་འདི་ C་གི་ས་སྒོ་ནང་ལུ་ ལཱ་འབད་ཚུགསཔ་ཨིན། AC འདི་མི་ཊར་༢༠ཨིན་པ་ཅིན་ P འདི་ག་དེམ་ཅིག་འོང་ནི་སྨོ་,༩༠་\degree,༡༢༠,༡༣༠\degree,༡༥༠\degree,d
hsc-advanced_math-12-331,(x - 4) ^{2} = - 4(y - 5) འདི་ཡང་ ཐད་ཀར་དུ་ བསྒྱུར་བཅོས་འབད་ཚུགས་པའི་ ཐབས་ལམ་འདི་ ག་འདི་ཨིན་ན་?,\frac{10}{g}འདི་ཨིན་,\frac{10\sqrt{3}}{g}འདི་གིས་འབད་ཡོདཔ་ཨིན།,\frac{20}{g}འ་ནི་ལས་ཀ་འདི་གིས་ ཐད་ཀར་དུ་ ཁྱོད་དང་འཕྱད་ཚུགསཔ་ཨིན།,\frac{20\sqrt{3}}{g}འདི་ཁོ་ཨིན།,d
hsc-advanced_math-12-332,y^{2} = -12x ཚར་གཅིག་འབད་,མི་ཊར་ ༩.༨,"མི་ཊར་ ༡༡,༠༢༥",མི་ཊར་ ༡༠,མི་ཊར་ ༡༢,a
hsc-advanced_math-12-333,i. ཟུར་ཐིག་གི་རིང་ཚད་འདི་ ༡༦ ཨིན།,20.39\degree ཨིན།,༢༥་\degree,༣༠་\degrees,༣༢.༣༥\degree,a
hsc-advanced_math-12-334,༢། ཟུར་ཐིག་ y = 0 ཨིན།,\frac{\pi}{4}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,- ཨེཕ་རེཀ{\pi}{4} དེ་ནང་ལུ་,\frac{3\pi}{4}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{5\pi}{4}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,c
hsc-advanced_math-12-335,གསུམ་པ་ ཚད་འཛིན་གྱི་མཉམ་པ་ x = 3,-2,2,3,-3,c
hsc-advanced_math-12-336,འ་ནི་ཚུ་ལས་ ག་འདི་བདེན་པ་ཨིན་ན?,\pm (3 - 2i),\pm (\sqrt{10} - \sqrt{2i}) འདི་ནང་ལུ་,\pm (\sqrt{10} + \sqrt{2i}) འདི་ སྦྲེལ་རྟགས་ཨིན།,\pm (3 + 2i),c
hsc-advanced_math-12-337,"8x^{2} + 3y^{2} = 1 འདི་ ཟུར་ཐིག་གི་རྩིས་གཞི་ཨིན།

ཟུར་ཐིག་གི་ལྟག་ལུ་ཡོད་མི་འདི་ ག་དེ་ཅིག་ཨིནམ།
8x^{2} + 3y^{2} = 1 འདི་ ཟུར་ཐིག་གི་རྩིས་གཞི་ཨིན།",x^{2} + 2x + 6 འདི་ ༠ ཨིན།,x^{2} + x + 3 འདི་ ༠ ཨིན།,x^{2} + 2x - 6 འདི་ ༠ ཨིན་པས།,x^{2} + x - 3 འདི་ ༠ ཨིན་པས།,a
hsc-advanced_math-12-338,,- ༢་ \leq p \leq ༢་,- ༤་༤་༤་,#NAME ཟེར་ཨིན་ན།,-༤ \leq p < ༤,c
hsc-advanced_math-12-339,ཟུར་ཐིག་གི་མཐའམ་འདི་ ག་བཟུམ་ཅིག་ཡོདཔ་ཨིན་ན?,-1,1,-3,3,b
hsc-advanced_math-12-340,f (x^2) - y^2 = 18 ཕྲང་ཐིག་གི་ལྟག་སྒོ་འདི་ག་ཏེ་ལུ་ཡོདཔ་ཨིན་ན?,i དང་ ii,ii དང་ iii,i དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",b
hsc-advanced_math-12-341,3P དང་ 5P ཟེར་མི་ཤུགས་གཉིས་འདི་ གཅིག་གིས་གཅིག་ལུ་ ཕྲང་ཕྲང་སྦེ་ར་ ཤུགས་བྱུངམ་ཨིན། ཁོང་གིས་ག་དེ་ཅིག་འབད་ཚུགས་ནི་སྨོ་,2,1,3,5,b
hsc-advanced_math-12-342,\sqrt{5} གིས་ ཤུགས་འདྲ་མཉམ་གཉིས་ཆ་ར་ལུ་ དབྱེ་ཁག་༡༢༠་གི་ཟུར་ཁར་ དབྱེ་ཁག་གཅིག་ནང་ཤུགས་བཙུག་པ་ཅིན་,\frac{\sqrt{5}}{3} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,\frac{\sqrt{3}}{2} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་ཨང་གྲངས་ཨིན།,\frac{1}{\sqrt{3}} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,\frac{3}{\sqrt{5}} འདི་ཡང་ ཌའི་ལོག་གི་ཨང་གྲངས་ཨིན།,a
hsc-advanced_math-12-343,i. ཁོང་གིས་ཐོབ་མི་ \sqrt{5},\frac{\pi}{2} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,\frac{\pi}{3} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,\frac{\pi}{4}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{\pi}{6}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,d
hsc-advanced_math-12-344,ii. \sqrt{5}་གིས་ གློག་རྡུལ་གཅིག་དང་བསྡོམས་ཏེ་ གཡོན་འདི་ ༦༠\degree བཟོཝ་ཨིན།,\frac{2}{3}n\pi - \frac{\pi}{9} འདི་ཡང་ ཌའི་ལོག་ནང་ལུ་ཨིན་,\frac{2}{3}n\pi + \frac{\pi}{9} འདི་ཡང་ སྦྲེལ་རྟགས་ཨིན་,n\pi \pm \frac{\pi}{9} འདི་ཡང་ སྦ་སྒོར་ནང་ཨིན་,\frac{2}{3}n\pi \pm \frac{\pi}{9} འདི་ཡང་ ཌའི་ལོག་ནང་ལུ་ཨིན་,d
hsc-advanced_math-12-345,གསུམ་པ་ ཉམས་རྒུདཔ་གཉིས་ཆ་ར་བསྡོམས་ལས་ ཆུང་ཤོས་ཨིན།,\frac{\pi}{2} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,\frac{\pi}{4}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{\pi}{3} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,\frac{\pi}{6}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,c
hsc-advanced_math-12-346,འ་ནི་ཚུ་ལས་ ག་འདི་བདེན་པ་ཨིན་ན?,\pi,༢\pi,\frac{\pi}{2} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,\frac{\pi}{3} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,c
hsc-advanced_math-12-347,"P, \sqrt{3}P, P གློག་ཤུགས་གསུམ་ཆ་མཉམ་ནང་ཡོདཔ་ཨིན། P དང་ \sqrt{3}P གི་བར་ནའི་ ཟུར་ཐིག་འདི་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?",n\pi \pm \frac{\pi}{6}; n \epsilon \mathbb{Z} འདི་ཡང་ ཌའི་ལོག་གི་ ཌའི་ལོག་གི་ ཌའི་ལོག་གི་ ཌའི་ལོག་ཨིན།,n\pi \pm \frac{\pi}{3}; n \epsilon \mathbb{Z} འདི་ཡང་ ཌའི་ལོག་གི་ ཌའི་ལོག་གི་ ཌའི་ལོག་གི་ ཌའི་ལོག་ཨིན།,2n\pi \pm \frac{\pi}{3}; n \epsilon \mathbb{Z} འདི་ཡང་ ཌའི་ལོག་གི་ཨང་གྲངས་ཨིན།,2n\pi \pm \frac{\pi}{6}; n \epsilon \mathbb{Z} འདི་ཡང་ ཌི་ཨེམ་བི་ཨེས་ལུ་བརྟེན་ཨིན།,a
hsc-advanced_math-12-348,རྩེད་འགྲན་པ་ཅིག་གིས་ རྩེད་འགྲན་གྱི་བཱོལ་འདི་ དཀར་ཕྱོགས་ཁ་ཐུག་ལུ་ ཌིག་རི་ ༦༠ ཡོད་མི་ལུ་བརྟེན་ མདའ་གཞུའི་ཚད་གཞི་དེ་ མེ་ཊིག་ཊཱོན་༢༠ ལུ་ཡར་འཕར་འགྱོཝ་ཨིན། མདའ་འདི་ག་དེམ་ཅིག་མགྱོགས་སྦེ་རྐྱབ་པ་ཅིན་ བཱོལ་འདི་ག་དེ་ཅིག་ཁར་འགྱོ་ཚུགས་ནི་སྨོ་,1,2,4,8,a
hsc-advanced_math-12-349,19.6m/s ཨིན་པུཊི་ ས་གཞི་དང་ཐད་ཁར་ ཟུར་པ་ ༤༥ འབད་མི་ནང་ དངོས་པོ་གཅིག་ བཏོན་པ་ཅིན་ མཐོ་ཚད་མི་ཊར་ག་དེ་ཅིག་ལུ་ ལྷོད་ཚུགས་ནི་ཨིན་ན?,"(-1, 0)","\left (\frac{1}{2}, 0 \right) འདི་ སྦྲེལ་རྟགས་ཨིན་","\left (\frac{1}{2}, 0 \right) འདི་ སྦྲེལ་རྟགས་ཨིན་","(1, 0)",d
hsc-advanced_math-12-350,དེ་ལས་ གློག་མེའི་དེད་གཡོགཔ་གིས་ གློག་མེའི་དེད་གཡོགཔ་ལུ་ 30m/s སྦེ་འཕུཝ་ད་ གློག་མེའི་དེད་གཡོགཔ་གིས་ གློག་མེའི་དེད་གཡོགཔ་ལུ་ 60m སྦེ་འཕུཝ་ད་ གློག་མེའི་དེད་གཡོགཔ་གིས་ གློག་མེའི་དེད་གཡོགཔ་ལུ་ གློག་མེའི་དེད་གཡོགཔ་གིས་ གློག་མེའི་དེད་གཡོགཔ་ལུ་ གློག་མེའི་དེད་གཡོགཔ་གིས་ གློག་མེའི་དེད་གཡོགཔ་ལུ་ གློག་མེའི་དེད་གཡོགཔ་ལུ་ གློག་མེའི་དེད་གཡོགཔ་ལུ་ གློག་མེའི་དེད་གཡོགཔ་ལུ་ གློག་མེའི་དེད་གཡོགཔ་ལུ་ གློག་མེའི་དེད་གཡོགཔ་ལུ་ གློག་མེའི་དེད་གཡོགཔ་ལུ་ གློག་མེའི་དེད་གཡོགཔ་ལུ་ གློག་མེའི་དེད་གཡོགཔ་ལུ་ གློག་མེའི་དེད་གཡོགཔ་ལུ་ གློག་མེའི་དེད་གཡོགཔ་ལུ་ གློག་མེའི་དེད་གཡོགཔ་ལུ་ གློག་མེའི་དེད་གཡོགཔ་ལུ་ གློག་མེའི་དེད་གཡོགཔ་ལུ་ གློག་མེའི་དེད་གཡོགཔ་ལུ་ གློག་མེའི་དེད་གཡོགཔ་ལུ་ གློག་མེའི་དེད་གཡོགཔ་ལུ་ གློག་མེའི་,༢་ལས་ ༡བཏོན་པ་ཅིན་ ༠་ཨིན།,2x - 3 དེ་ ༠ ཨིན་པས།,༢་x+༡ དེ་ ༠་ཨིན།,༢་x+༣ དེ་ ༠་ཨིན།,b
hsc-advanced_math-12-351,- 1+i གི་དོན་ཚན་ག་དེ་ཅིག་ཡོདཔ་ཨིན་ན?,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",a
hsc-advanced_math-12-352,x = \frac{1}{2} (-1 + \sqrt{3}) དང་ y = \frac{1}{2} (-1 - \sqrt{-3}) ཨིནམ་ལས་ ༡ - x - y + xy? ད་འདི་ག་དེ་ཅིག་ལུ་ གནས་ནི་ཡོདཔ་ཨིན་ན?,འཁོར་ལམ་,དུས་རྒྱུན་གྱི་,ཁེ་སང་ཚུ་,ཨེཕ་ལཱསི་,d
hsc-advanced_math-12-353,8 + 4\sqrt{5}i གི་གྲུ་བཞི་རྩ་འདི་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,ལྡེ་མིག་,ཟུར་ཐིག་,ཕབ་ཆག་ཐོབ་ཡོདཔ་ཨིན།,དུས་རྒྱུན་གྱི་,c
hsc-advanced_math-12-354,\sqrt{-5} - ༡ གི་རྩ་ཅན་གཉིས་ལྡན་འདི་ག་འདི་ཨིནམ།,\sqrt{\frac{5}{2}} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,\sqrt{\frac{2}{3}} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,\sqrt{\frac{5}{3}} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་ཨང་གྲངས་ཨིན།,\sqrt{\frac{3}{2}} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,a
hsc-advanced_math-12-355,p གི་གནས་གོང་ x^{2} + px + 1 = 0 གི་དོན་ལུ་ འདྲ་མཉམ་གྱི་རྩ་བ་གཉིས་པ་ཁག་ཆེ་ཤོས་འདི་ག་ཅི་ཨིན་ན?,cos^{-1} \frac{4}{5} = tan^{-1} \frac{5}{4} འདི་ ཀོསི་ཀོསི་ཀོསི་ཀོསི་ཀོསི་ཀོསི་ཀོསི་ཀོསི་ཀོསི་ཀོསི་ཀོསི་,cos^{-1} \frac{4}{5} = sin^{-1} \frac{3}{5} འདི་ཡང་ སྦྲགས་སྦྲགས་འབད་བཏུབ་ཨིན།,cos^{-1} \frac{4}{5} = cosec^{-1} \frac{3}{5} འདི་ཡང་ སྦྲེལ་རྟགས་ཨིན་,cos^{-1} \frac{4}{5} = tan^{-1} \frac{4}{3} འདི་ཡང་ སྦྲགས་སྦྲགས་འབད་བཏུབ་ཨིན།,b
hsc-advanced_math-12-356,3x^{3} - 1 = 0 འདི་ག་བཟུམ་ཅིག་ཡོདཔ་ཨིན་ན?,\frac{\sqrt{3}}{2} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,\frac{2}{\sqrt{3}} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,\frac{1}{\sqrt{3}} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,\frac{1}{3}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,d
hsc-advanced_math-12-358,,n\pi + (-1) ^{n} \frac{\pi}{6}; n \epsilon \mathbb{Z},༢n\pi + (-1) ^{n} \frac{\pi}{6}; n \epsilon \mathbb{Z},n\pi + (-1) ^{n} \frac{\pi}{3}; n \epsilon \mathbb{Z},2n\pi + (-1) ^{n} \frac{\pi}{3}; n \epsilon \mathbb{Z},c
hsc-advanced_math-12-359,g(y) + g(\sqrt{1 - y^{2}}) གི་གནས་གོང་འདི་ག་བཟུམ་ཅིག་ཨིན་ན?,2n\pi + \frac{\pi}{4}; n \epsilon \mathbb{Z},2n\pi \pm \frac{\pi}{4}; n \epsilon \mathbb{Z} ཚུ་དང་ཕྱདཔ་ད་,2n\pi - \frac{\pi}{4}; n \epsilon \mathbb{Z},n \pi \pm \frac{\pi}{4}; n \epsilon \mathbb{Z} འདི་ཡང་ ཌའི་ལོག་གི་ ཌའི་ལོག་གི་ ཌའི་ལོག་གི་ ཌའི་ལོག་གི་ ཌའི་ལོག་གི་ ཌའི་ལོག་གི་ ཌའི་ལོག་གི་ ཌའི་ལོག་གི་ ཌའི་ལོག་གི་ ཌའི་ལོག་གི་ ཌའི་ལོག་གི་ ཌའི་ལོག་གི་ ཌའི་ལོག་གི་ ཌའི་ལོག་གི་ ཌའི་ལོག་གི་ ཌའི་ལོག་གི་ ཌའི་ལོག་གི་ ཌའི་ལོག་གི་ ཌའི་ལོག་གི་ ཌའི་ལོག་གི་ ཌའི་ལོག་གི་ ཌའི་ལོག་གི་ ཌའི་ལོག་གི་ ཌའི་ལོག་གི་,b
hsc-advanced_math-12-361,2x^{2} + 3y^{2} =6 ཟེར་མི་འདི་ལུ་ ཀྲོང་གསར་ལུ་ཡོད་པའི་ ཀྲོང་གསར་ལུ་ཡོད་པའི་ ཀྲོང་གསར་ལུ་ཡོད་པའི་ ཀྲོང་གསར་ལུ་ཡོད་པའི་ ཀྲོང་གསར་ལུ་ཡོད་པའི་ ཀྲོང་གསར་ལུ་ཡོད་པའི་ ཀྲོང་གསར་ལུ་ཡོད་ ཀྲོང་གསར་ལུ་ཡོད་པའི་ ཀྲོང་གསར་ལུ་ཡོད་པའི་ ཀྲོང་གསར་ལུ་ཡོད་ ཀྲོང་གསར་ལུ་ཡོད་པའི་ ཀྲོང་གསར་ལུ་ཡོད་ ཀྲོང་གསར་ལུ་ཡོད་པའི་ ཀྲོང་གསར་ལུ་ཡོད་,0\degree ཟེར་མི་འདི་,༩༠་\degree,༡༢༠,༡༨༠་\degrees,d
hsc-advanced_math-12-362,i. ཇི་བཱཊི་གི་རིང་ཚད་འདི་ ༢\sqrt{3} ཚུ་ཨིན།,P^{2} + Q^{2} འདི་ ཀྲོང་གསར་ལུ་ཡོད་པའི་,\sqrt{P^{2} + Q^{2}} འདི་ཡང་ ཌའི་ལོག་ནང་ལུ་ཨིན་,P - Q,པི་ + ཀི་,b
hsc-advanced_math-12-363,༢། ཕྲང་ཕྲང་གི་རིང་ཚད་ ༢ \sqrt{2} ཡན་ལག་,-1,-2,-3,-5,a
hsc-advanced_math-12-364,གསུམ་པ་ ཟུར་ཐིག་ཚུའི་རིང་ཚད་འདི་ 4\sqrt{3},༡༨༠་\degrees,༡༢༠,༩༠་\degree,༦༠་\degree,b
hsc-advanced_math-12-365,འ་ནི་ཚུ་ལས་ ག་འདི་བདེན་པ་ཨིན་ན?,-9,\frac{-5}{3} འདི་ཡང་ ཌའི་ལོག་གི་ཨང་གྲངས་ཨིན།,\frac{5}{3} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,3,d
hsc-advanced_math-12-366,2x^2 + 3y^2 - 4x - 12y + 8 = 0 འདི་ནང་ལུ་,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",c
hsc-advanced_math-12-367,ཕྲ་རྡོག་གཅིག་ནང་ལུ་ ཕྲ་རྡོག་གི་དཀྱིལ་འཁོར་འདི་ \sqrt{2}ཨིན། ཀླད་ཀོར་འདི་ ...,"(at^{2}, 2at) འདི་ཡང་","(-at^{2}, 2at) འདི་ནང་ལུ་","(2at, at^{2}) འདི་ཡང་ 2^{2} ཨིན།","(-2at, at^{2}) འདི་ཡང་ སྦྲེལ་རྟགས་འདི་ཨིན།",a
hsc-advanced_math-12-368,\frac{y^{2}}{2} - \frac{x^{2}}{3} = 1 ཕྲ་རྡུལ་འདི་ནང་ལུ་ མདོར་བསྡུས་ཀྱི་ཤུགས་འདི་ ག་འདི་ཨིན་ན?,x^{2} + 4x + 13 འདི་ ༠ ཨིན།,x^{2} -4x + 13 འདི་ ༠ ཨིན།,x^{2} + 4x - 13 འདི་ ༠ ཨིན།,x^{2} - 4x - 13 འདི་ ༠ ཨིན།,b
hsc-advanced_math-12-369,འ་ནི་གྲལ་ལས་ ག་འདི་བདེན་པ་ཨིན་ན?,2,3,4,6,d
hsc-advanced_math-12-370,tan^{2} \left (cos^{-1} \frac{\sqrt{3}}{2} \right) གི་གནས་གོང་དེ་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,ལྡོག་ཕྱོགས་ཚོགས་པ་གིས་ གྲོས་འདེབས་ཕུལ་མི་དང་འཁྲིལ་ ཚོགས་པ་གིས་ གྲོས་འདེབས་དེ་ ཆ་མེད་བཏང་ཡོདཔ་ཨིན་པས།,"\left [ - \frac{\pi}{2}, \frac{\pi}{2} \right) གིས་ སྦ་སྒོར་འདི་ བཏོན་བཏངམ་ཨིན།",ལྡོག་ཕྱོགས་ཚོགས་པ་གིས་ གྲོས་འདེབས་ཕུལ་མི་དང་འཁྲིལ་ ཚོགས་པ་གིས་ གྲོས་འདེབས་ཕུལ་མི་དང་འཁྲིལ་ ཚོགས་པ་གིས་ གྲོས་འདེབས་ཕུལ་མི་དང་འཁྲིལ་ ཚོགས་པ་གིས་ གྲོས་འདེབས་ཕུལ་མི་དང་འཁྲིལ་ ཚོགས་པ་གིས་ གྲོས་འདེབས་ཕུལ་མི་དང་འཁྲིལ་ ཚོགས་པ་གིས་ གྲོས་འདེབས་ཕུལ་མི་དང་འཁྲིལ་ ཚོགས་པ་གིས་ གྲོས་འདེབས་ཕུལ་མི་དང་འཁྲིལ་ ཚོགས་པ་གིས་ གྲོས་འདེབས་ཕུལ་མི་དང་འཁྲིལ་ ཚོགས་པ་གིས་ གྲོས་འདེབས་ཕུལ་མི་དང་འཁྲིལ་ ཚོགས་པ་གིས་ གྲོས་འདེབས་ཕུལ་མི་དང་འཁྲིལ་ ཚོགས་པ་གིས་ གྲོས་འདེབས་ཕུལ་ཡི།,ལྡེ་མིག་འདི་ཁ་ཐུག་ལུ་བཤེད་དེ་ བཏུབ་ཨིན།,c
hsc-advanced_math-12-372,,ནུས་ཤུགས་ཀྱི་ལཱ་གི་ཐིག་ཁྲམ་ལུ་ལྟག་ལུ་,ཤུགས་ཚད་ 7N གི་བར་མཚམས་ལུ་,5N གི་ཤུགས་ཚད་ལུ་ དབྱེ་ཞིབ་འབད་,5N གི་ཤུགས་ཀྱིས་འབད་ཐངས་ཀྱི་རིང་ལུ་,b
hsc-advanced_math-12-373,ཟུར་ཐིག་ཆུང་ཤོས་ཀྱི་དོན་ལས་ ཟུར་ཐིག་གཉིས་ཀྱི་བར་ནའི་ ཟུར་ཐིག་འདི་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,\sqrt{5}x = \pm 4 དེ་ ཨེགསི་ཨེན་ཨའི་གི་གནས་གོང་ཨིན།,\sqrt{5}x = \pm ༢ དེ་ཨིན་པ་ཅིན་,\sqrt{5}y = \pm ༢ དེ་ཨིན་པ་ཅིན་,\sqrt{5}y = \pm 4 འདི་ཨིན་པ་ཅིན་,c
hsc-advanced_math-12-375,i. འདྲན་འདྲ་ཨིན།,\frac{67}{49}ལུ་ བཀྲམ་སྟོན་འབདཝ་ཨིན།,\frac{11}{7}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{-59}{49}ལུ་ བཀྲམ་སྟོན་འབདཝ་ཨིན།,\frac{-17}{49}ལུ་ ཨེབ་གཏང་འབད།,a
hsc-advanced_math-12-376,༢། དངོས་སུ་དང་ དབྱེ་བ་མེད།,49x^{2} - 56x - 15 འདི་ ༠ ཨིན།,49x^{2} - 56x + 15 དེ་ ༠ ཨིན།,49x^{2} - 14x - 15 འདི་ ༠ ཨིན།,49x^{2} - ༡༤x + ༡༥ = ༠,c
hsc-advanced_math-12-377,གསུམ་པ་ དངུལ་གྱི་རིགས་,\frac{\pi}{3} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,\frac{2\pi}{3} འདི་ཡང་ སྦ་སྒོར་ནང་ཨིན་,\frac{-2\pi}{3},\frac{-\pi}{3} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,b
hsc-advanced_math-12-378,འ་ནི་ཚུ་ལས་ ག་འདི་བདེན་པ་ཨིན་ན?,4x - 1 འདི་ ༠ ཨིན།,4x+1འདི་ ༠ ཨིན།,4y - 1 = 0,4y+1འདི་ ༠ ཨིན་པས།,a
hsc-advanced_math-12-379,y^{2} = 4ax གི་མཐའ་འཁོར་ལུ་ཡོད་པའི་ ཀེར་ཐིག་འདི་ག་ཏེ་ཡོདཔ་ཨིན་ན?,\sqrt{3}N འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,3\sqrt{3}N འདི་ཚུ་,3N,༩ ནི,b